Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Domlur,12.9609857,77.6387316,Troika,12.96513995350749,77.64174100622184,Lounge
Domlur,12.9609857,77.6387316,Namdhari's Fresh,12.966155476607463,77.6375836931685,Food & Drink Shop
Domlur,12.9609857,77.6387316,Nandhini Paradise,12.965095323722327,77.6385246453569,Indian Restaurant
Domlur,12.9609857,77.6387316,Paratha House,12.95989408881786,77.64458969098906,Indian Restaurant
Domlur,12.9609857,77.6387316,Pizza Hut,12.955856146079977,77.64132457960159,Pizza Place
Domlur,12.9609857,77.6387316,Muse Bar & Kitchen,12.965077421412994,77.64142777320598,Restaurant
Domlur,12.9609857,77.6387316,Chokidhani,12.955890390812437,77.64134946481546,Indian Restaurant
Domlur,12.9609857,77.6387316,Ginseng,12.957228307899607,77.64369065233625,Chinese Restaurant
Domlur,12.9609857,77.6387316,FAASO'S,12.9602415946053,77.64529278373925,Burrito Place
Domlur,12.9609857,77.6387316,Clay Pot,12.960031596718116,77.64473140239716,Indian Restaurant
Domlur,12.9609857,77.6387316,Ramji Chaiwale,12.960142396997593,77.64487940524187,Coffee Shop
Domlur,12.9609857,77.6387316,Sree Krishna Sagar,12.954938389832282,77.64116601931988,Indian Restaurant
Domlur,12.9609857,77.6387316,INOX Lido Mall,12.966868084644243,77.64091876769139,Multiplex
Domlur,12.9609857,77.6387316,Food Corner,12.965165212807795,77.64413595199585,Convenience Store
Indiranagar,12.9783692,77.6408356,Toit Brewpub,12.979367419317535,77.64070245409556,Brewery
Indiranagar,12.9783692,77.6408356,Fab India - Indiranagar,12.97816520071199,77.64160653370463,Boutique
Indiranagar,12.9783692,77.6408356,Glen's Bakehouse,12.979147820281199,77.64063514790993,Bakery
Indiranagar,12.9783692,77.6408356,Coorg - The Restaurant,12.978958396738818,77.64173497282401,Karnataka Restaurant
Indiranagar,12.9783692,77.6408356,Café Max,12.978407737568805,77.64427149288929,German Restaurant
Indiranagar,12.9783692,77.6408356,The Tribe Cult Fitness,12.980737856949036,77.64051520771689,Gym / Fitness Center
Indiranagar,12.9783692,77.6408356,Spoonful of Sugar,12.979302980055708,77.64368592655504,Dessert Shop
Indiranagar,12.9783692,77.6408356,Yogisthan,12.981036630519014,77.63834821382211,Café
Indiranagar,12.9783692,77.6408356,3 dots and a dash,12.980653799192126,77.64083586193344,Cocktail Bar
Indiranagar,12.9783692,77.6408356,Milano,12.979096175904914,77.64406308459338,Ice Cream Shop
Indiranagar,12.9783692,77.6408356,Onesta,12.978654093078921,77.64352254009174,Pizza Place
Indiranagar,12.9783692,77.6408356,Chinita Real Mexican Food,12.980976546862369,77.63720542741842,Mexican Restaurant
Indiranagar,12.9783692,77.6408356,Third Wave Coffee Roasters Indiranagar,12.97855365376682,77.64532420670389,Café
Indiranagar,12.9783692,77.6408356,MTR 1924,12.980584436512457,77.64067149104072,Breakfast Spot
Indiranagar,12.9783692,77.6408356,"Stones Pub, Indiranagar",12.98030524538682,77.64078497507315,Pub
Indiranagar,12.9783692,77.6408356,Chumbak,12.978310348200587,77.64218386838145,Outlet Store
Indiranagar,12.9783692,77.6408356,Terra,12.980417464598965,77.63716110610339,Café
Indiranagar,12.9783692,77.6408356,Stoner,12.976362702040921,77.64118809071226,Dessert Shop
Indiranagar,12.9783692,77.6408356,Meghana Foods,12.978259479034643,77.63784974571173,Andhra Restaurant
Indiranagar,12.9783692,77.6408356,Doff Pub,12.977381959533586,77.64081675463058,Pub
Indiranagar,12.9783692,77.6408356,Take 5,12.975553933859773,77.64118445763896,Pub
Indiranagar,12.9783692,77.6408356,Vero Moda,12.972807530900655,77.64122460428416,Boutique
Indiranagar,12.9783692,77.6408356,Wanley,12.978987671463262,77.6425503738952,Chinese Restaurant
Indiranagar,12.9783692,77.6408356,eclipse lounge,12.973694984076802,77.64400073279776,Lounge
Indiranagar,12.9783692,77.6408356,New Frosty's,12.980580037620213,77.64615365054266,Butcher
Indiranagar,12.9783692,77.6408356,Esplanade Calcutta Cuisine,12.97877939551506,77.63673500999263,Bengali Restaurant
Indiranagar,12.9783692,77.6408356,Creme & Crust,12.974955917759535,77.64108735574453,Café
Indiranagar,12.9783692,77.6408356,Kund Restaurant,12.980013627353832,77.64067145984167,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Mast Kalandar,12.978450839183704,77.64398762339621,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Imperial Restaurant,12.975519642815073,77.63618619009051,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Lazer Castle,12.97519265797958,77.6468948193028,Arcade
Indiranagar,12.9783692,77.6408356,Hotel Shalimar Bar and Restaurant,12.978253448591232,77.63736833055371,Bar
Indiranagar,12.9783692,77.6408356,Viceroy's Sarathi,12.979058941744116,77.64241432262456,Bar
Indiranagar,12.9783692,77.6408356,Sri Udupi Park,12.973616953966802,77.64110378070436,Udupi Restaurant
Indiranagar,12.9783692,77.6408356,Nagarjuna,12.977510782422614,77.63655622217226,Andhra Restaurant
Indiranagar,12.9783692,77.6408356,Sapna Book House,12.979130482335183,77.64661991909207,Bookstore
Indiranagar,12.9783692,77.6408356,Sue's Kitchen,12.979049606624473,77.64226119483526,Caribbean Restaurant
Indiranagar,12.9783692,77.6408356,Bangalore Mandarin,12.977584014966176,77.63658361681532,Chinese Restaurant
Indiranagar,12.9783692,77.6408356,Byblos Lebanese Cuisine,12.980872643228164,77.64078476365385,Middle Eastern Restaurant
Indiranagar,12.9783692,77.6408356,Blistering Barnacles,12.975468847802725,77.64124762205996,Pub
Indiranagar,12.9783692,77.6408356,Punjabi Rasoi,12.982271564200772,77.63879975104935,Punjabi Restaurant
Indiranagar,12.9783692,77.6408356,Godrej Nature's Basket,12.978366254030572,77.64311528919905,Gourmet Shop
Indiranagar,12.9783692,77.6408356,M.K. Retail,12.978260724348612,77.63480492778383,Department Store
Indiranagar,12.9783692,77.6408356,380 Down,12.975181956990173,77.64685713825222,Bar
Indiranagar,12.9783692,77.6408356,M.K.Retail,12.978494846456329,77.64461556113748,Department Store
Indiranagar,12.9783692,77.6408356,Kim Lee,12.973632563930007,77.6359129577451,Chinese Restaurant
Indiranagar,12.9783692,77.6408356,Breadworks,12.97381455352682,77.6419867358635,Bakery
Indiranagar,12.9783692,77.6408356,Bow Barracks,12.982350153372838,77.63935810287856,Indian Restaurant
Indiranagar,12.9783692,77.6408356,The Beer Café,12.980764358678751,77.6407269398387,Bar
Indiranagar,12.9783692,77.6408356,The Only Place,12.973845184145466,77.64455249123337,Steakhouse
Indiranagar,12.9783692,77.6408356,Cake Walk,12.97910982224851,77.64491255280505,Dessert Shop
Indiranagar,12.9783692,77.6408356,The People's Art Cafe,12.973840262650604,77.64218288702607,Café
Indiranagar,12.9783692,77.6408356,Mama Mia Gelato,12.973924511642698,77.64319346979285,Ice Cream Shop
Indiranagar,12.9783692,77.6408356,Annapoorani,12.974672134695787,77.63603075896815,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Au Bon Pain,12.978468873331321,77.64514300849872,Café
Indiranagar,12.9783692,77.6408356,Istanbul Doner,12.982120357152334,77.63958225702848,Turkish Restaurant
Indiranagar,12.9783692,77.6408356,The Warehouse,12.975192077769645,77.64686880579796,Lounge
Indiranagar,12.9783692,77.6408356,Laa Jawaab,12.978386810453847,77.64267983946718,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Kobe Sizzlers,12.978367956380659,77.64264866988913,Restaurant
Indiranagar,12.9783692,77.6408356,Vasudev Adiga's,12.98121776875185,77.63708119567669,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Rasa  India,12.978439,77.642957,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Nokia Concept Store,12.978355158197854,77.6427142603734,Mobile Phone Shop
Indiranagar,12.9783692,77.6408356,Cafe Coffee Day (CCD)Lounge,12.978460413587843,77.64274516041388,Café
Indiranagar,12.9783692,77.6408356,Truffles,12.980750296141279,77.64067573387223,Burger Joint
Indiranagar,12.9783692,77.6408356,Cafe Beanstalk,12.981303965605456,77.64071418893705,Café
Indiranagar,12.9783692,77.6408356,The Beer Joint,12.981301125964004,77.63663939432324,Pub
Indiranagar,12.9783692,77.6408356,kartik's Mithai Shoppe,12.98230977520401,77.63904829238979,Bakery
Indiranagar,12.9783692,77.6408356,Punjabi Food Corner,12.982337777968876,77.63935342990361,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Airtel Relationship Centre,12.982246837154374,77.63954276321206,Electronics Store
Indiranagar,12.9783692,77.6408356,Roll Khazana,12.981919868654645,77.63847998398474,Fast Food Restaurant
Indiranagar,12.9783692,77.6408356,Curry Meen,12.981354901500612,77.63728854057882,Asian Restaurant
Indiranagar,12.9783692,77.6408356,Punjabi Dhaba,12.981663163976187,77.63709783554077,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Maia Beacon Residences Hotel Bangalore,12.979884814733921,77.64640356509098,Hotel
Indiranagar,12.9783692,77.6408356,Shreedevi,12.98141257672265,77.64608702412161,Indian Restaurant
Indiranagar,12.9783692,77.6408356,Spice Curry,12.981177640523706,77.64613736311134,Indian Restaurant
Jeevanbheemanagar,12.964163,77.658076,Hyderabad Biryaani House,12.959209291766507,77.65649019333365,Indian Restaurant
Jeevanbheemanagar,12.964163,77.658076,New Punjabi Hotel,12.95929598977082,77.65554308650674,Indian Restaurant
Jeevanbheemanagar,12.964163,77.658076,Delicacy,12.96789714445816,77.65297959446143,Chinese Restaurant
Jeevanbheemanagar,12.964163,77.658076,Domino's Pizza,12.96,77.656,Pizza Place
Jeevanbheemanagar,12.964163,77.658076,Shri Udupi Park,12.959302945535505,77.65607553064976,Restaurant
Jeevanbheemanagar,12.964163,77.658076,McDonald's,12.958693284292194,77.65674233436584,Fast Food Restaurant
Jeevanbheemanagar,12.964163,77.658076,The Biryanis,12.96778592878806,77.6543703561135,Indian Restaurant
Jeevanbheemanagar,12.964163,77.658076,Cafe Coffee Day,12.967722483002703,77.65435472554519,Café
Jeevanbheemanagar,12.964163,77.658076,McDonald's,12.95928679303521,77.65686315831108,Fast Food Restaurant
Jeevanbheemanagar,12.964163,77.658076,Sagar Foods bakery,12.967252,77.657902,Bakery
Jeevanbheemanagar,12.964163,77.658076,KFC,12.959232583061564,77.65692743951291,Fast Food Restaurant
Jeevanbheemanagar,12.964163,77.658076,Malabar Hotel,12.967760855349725,77.65439877722774,Indian Restaurant
Jeevanbheemanagar,12.964163,77.658076,Simhapuri Mess,12.96064655248418,77.65722257700817,Indian Restaurant
Jeevanbheemanagar,12.964163,77.658076,Bekal,12.967764195080635,77.65418396385115,Kerala Restaurant
Jeevanbheemanagar,12.964163,77.658076,HAL bus stand,12.959262529951918,77.65553357886255,Bus Station
Jeevanbheemanagar,12.964163,77.658076,Cafe Coffee Day,12.959231825701037,77.65474834021752,Coffee Shop
Jeevanbheemanagar,12.964163,77.658076,Fitness Square,12.958954436259347,77.66005514709039,Gym
Malleswaram,13.0055113,77.5692358,Veena Stores,13.00564208436113,77.56920735021443,South Indian Restaurant
Malleswaram,13.0055113,77.5692358,Asha Sweet Center,12.999370572624446,77.57132224515472,Snack Place
Malleswaram,13.0055113,77.5692358,Sai Ram Chats,13.006615096949773,77.5641582535936,Indian Restaurant
Malleswaram,13.0055113,77.5692358,Naturals Ice Cream,13.006587097158341,77.56435396687141,Ice Cream Shop
Malleswaram,13.0055113,77.5692358,Hotel Janatha,12.999216933608858,77.57121001217656,Indian Restaurant
Malleswaram,13.0055113,77.5692358,Sai Shakti Veg,12.99922045228025,77.56798496638436,Vegetarian / Vegan Restaurant
Malleswaram,13.0055113,77.5692358,"Cafe Coffee Day, Sampige Road",13.004053,77.571103,Coffee Shop
Malleswaram,13.0055113,77.5692358,Iyer Mess,12.998894906321036,77.57012501323105,Indian Restaurant
Malleswaram,13.0055113,77.5692358,Mad Over Donuts,13.002717893536188,77.57006406784058,Donut Shop
Malleswaram,13.0055113,77.5692358,Sai Ram Chaats,13.005391156947429,77.57334850981687,Fast Food Restaurant
Malleswaram,13.0055113,77.5692358,Cafe Coffee Day,13.008498035721395,77.57172348534675,Café
Malleswaram,13.0055113,77.5692358,Bun World,13.00751091833173,77.56373752423768,Bakery
Malleswaram,13.0055113,77.5692358,Polar Bear,13.004459641223235,77.57080631784352,Ice Cream Shop
Malleswaram,13.0055113,77.5692358,1947,13.005496262134418,77.56905434961033,Vegetarian / Vegan Restaurant
Malleswaram,13.0055113,77.5692358,chungs chinese,13.006520180215697,77.56927244203821,Chinese Restaurant
Malleswaram,13.0055113,77.5692358,Vasudev Adiga's Sampige,13.005477332486159,77.5712143560557,Indian Restaurant
Malleswaram,13.0055113,77.5692358,Baskin-Robbins,13.007388036693555,77.563982147099,Ice Cream Shop
Malleswaram,13.0055113,77.5692358,Amrith Ice creams,13.001859955880118,77.56734047512491,Ice Cream Shop
Malleswaram,13.0055113,77.5692358,Malleswaram Market,13.003273257632813,77.57119657714844,Flea Market
Malleswaram,13.0055113,77.5692358,ccd malleswaram,13.00406,77.57110213149593,Coffee Shop
Malleswaram,13.0055113,77.5692358,Chowdiah Memorial Hall,13.006501863554792,77.57561257024477,Performing Arts Venue
Malleswaram,13.0055113,77.5692358,Ammas Pastries,13.008176585194992,77.57118945452443,Dessert Shop
Malleswaram,13.0055113,77.5692358,Food Camp,13.000975247148876,77.572331351764,Indian Restaurant
Malleswaram,13.0055113,77.5692358,Maiyas,13.001957972257731,77.57064991381596,Vegetarian / Vegan Restaurant
Malleswaram,13.0055113,77.5692358,The Donut Baker,13.004452187805247,77.5711856384457,American Restaurant
Malleswaram,13.0055113,77.5692358,Brahmins' Thatte Idli,13.008074520733619,77.56368772891088,South Indian Restaurant
Malleswaram,13.0055113,77.5692358,Oven fresh,13.000624656677246,77.5654067993164,Bakery
Malleswaram,13.0055113,77.5692358,Ganesh Stores,12.999127507209778,77.56727457046509,Department Store
Pete area,12.9737096,77.5759122,Hotel Fishland,12.975568890049333,77.57859164076424,Seafood Restaurant
Pete area,12.9737096,77.5759122,Udupi Sri Krishna Bhavan,12.97156265323936,77.57415757477479,Indian Restaurant
Pete area,12.9737096,77.5759122,SGS Donne Biriyani,12.970324618320749,77.57264765624994,Indian Restaurant
Pete area,12.9737096,77.5759122,Sapna Book House,12.976355227501642,77.57846142706263,Bookstore
Pete area,12.9737096,77.5759122,Sangam Sweets,12.976923576115686,77.57789057442537,Dessert Shop
Pete area,12.9737096,77.5759122,Hotel Empire,12.979648013741157,77.57497051453586,Indian Restaurant
Pete area,12.9737096,77.5759122,Hotel Annapoorna,12.979087566298864,77.57862372776252,Indian Restaurant
Pete area,12.9737096,77.5759122,Adigas Hotel,12.973553782214829,77.57916099748974,Restaurant
Pete area,12.9737096,77.5759122,Sukh Sagar GandhiNagar,12.976707716721643,77.57782914668401,Indian Restaurant
Pete area,12.9737096,77.5759122,Vasudev Adigas,12.973707466751653,77.57925702237114,Indian Restaurant
Pete area,12.9737096,77.5759122,Chicken County,12.97760791036761,77.57714342463389,Indian Restaurant
Pete area,12.9737096,77.5759122,National Market,12.976377523937252,77.57749955731605,Flea Market
Pete area,12.9737096,77.5759122,Mavalli Tiffin Rooms (MTR 1924),12.979072175993936,77.5771394336105,Indian Restaurant
Pete area,12.9737096,77.5759122,Kamat Yatrinivas,12.975985,77.578125,Indian Restaurant
Pete area,12.9737096,77.5759122,Swathi Deluxe Andhra Style Restaurant,12.976349914824251,77.5720867422601,Indian Restaurant
Pete area,12.9737096,77.5759122,Kempegowda Metro Station,12.97613377217214,77.57148227589698,Metro Station
Pete area,12.9737096,77.5759122,Majestic / Kempegowda Bus Stand,12.97750218698569,77.57227420806885,Bus Station
Pete area,12.9737096,77.5759122,The Signature Inn,12.97311542197954,77.57039646710255,Hotel
Pete area,12.9737096,77.5759122,Hotel Shreeragavendra,12.977855036355214,77.57223397493362,Indian Restaurant
Pete area,12.9737096,77.5759122,UG Regal,12.973232955313561,77.57020057265463,Hotel
Pete area,12.9737096,77.5759122,hotel golden residency,12.978168107407408,77.57961431680322,Hotel
Pete area,12.9737096,77.5759122,The Bell Hotel,12.976803462385556,77.57071549447808,Hotel
Pete area,12.9737096,77.5759122,Hotel Kanishka,12.97816101456345,77.57997249374132,Indian Restaurant
Pete area,12.9737096,77.5759122,Cotton Pet,12.971384908892128,77.57023415458406,Rest Area
Pete area,12.9737096,77.5759122,Mantri mall Coffeeday,12.978003279296122,77.57150466359761,Café
Pete area,12.9737096,77.5759122,Foto Circle,12.980220782007168,77.57473093366728,Electronics Store
Pete area,12.9737096,77.5759122,Hare Krishna Restaurant,12.977527407140618,77.57022855759651,Indian Restaurant
Sadashivanagar,13.0068182,77.5812849,Affinity Gym,13.009358335496437,77.57967813676564,Gym
Sadashivanagar,13.0068182,77.5812849,Starbucks,13.009074568908774,77.58042318321591,Coffee Shop
Sadashivanagar,13.0068182,77.5812849,Pulimunchi,13.006697755019108,77.57896819629818,Seafood Restaurant
Sadashivanagar,13.0068182,77.5812849,Godrej Nature's Basket,13.00546570910896,77.58071527104575,Department Store
Sadashivanagar,13.0068182,77.5812849,Pebble,13.005044881730056,77.58463910235197,Nightclub
Sadashivanagar,13.0068182,77.5812849,Angadi Galleria,13.005689433815105,77.58002845878543,Women's Store
Sadashivanagar,13.0068182,77.5812849,Cafe Coffee Day,13.00518093167234,77.58090046759425,Coffee Shop
Sadashivanagar,13.0068182,77.5812849,Sadashivnagar Bhashyam Circle,13.005981460666309,77.57868529008377,Plaza
Sadashivanagar,13.0068182,77.5812849,Chung Wah,13.003701281404263,77.57866302814473,Chinese Restaurant
Sadashivanagar,13.0068182,77.5812849,Starbucks,13.009077740805632,77.5803979967678,Coffee Shop
Sadashivanagar,13.0068182,77.5812849,Baskin-Robbins,13.003655106846175,77.58347129210604,Ice Cream Shop
Sadashivanagar,13.0068182,77.5812849,Polar Bear,13.007617855396752,77.57792534359076,Ice Cream Shop
Sadashivanagar,13.0068182,77.5812849,Café Coffee Day - Lounge,13.007536451664945,77.57955280498518,Café
Sadashivanagar,13.0068182,77.5812849,Namdhari's Fresh,13.00341636761803,77.57842728791519,Department Store
Sadashivanagar,13.0068182,77.5812849,Sattvam,13.005504044819334,77.5807056336056,Indian Restaurant
Sadashivanagar,13.0068182,77.5812849,Aubree,13.004373552479356,77.57844463733994,Dessert Shop
Sadashivanagar,13.0068182,77.5812849,Palace Grounds,13.010286287428332,77.58660793304443,Field
Sadashivanagar,13.0068182,77.5812849,Barista Lavazza,13.009091222572065,77.58055819196593,Café
Sadashivanagar,13.0068182,77.5812849,Chowdiah Memorial Hall,13.006501863554792,77.57561257024477,Performing Arts Venue
Sadashivanagar,13.0068182,77.5812849,Good Food Store,13.003748362327105,77.57829912613018,Gourmet Shop
Sadashivanagar,13.0068182,77.5812849,Swadhista Hotel,13.005548531412263,77.57880867093978,Indian Restaurant
Seshadripuram,12.9889055,77.574044,Corner House,12.98830366372137,77.57712961194349,Ice Cream Shop
Seshadripuram,12.9889055,77.574044,Lakshmi Juice Centre,12.990533308557653,77.57456962099303,Juice Bar
Seshadripuram,12.9889055,77.574044,Umesh Dosa Point,12.988905011478305,77.57773600534023,Karnataka Restaurant
Seshadripuram,12.9889055,77.574044,Swensen's,12.99162264662317,77.57069395613192,Ice Cream Shop
Seshadripuram,12.9889055,77.574044,New Krishna Bhavan,12.99289778546701,77.57148884016746,Indian Restaurant
Seshadripuram,12.9889055,77.574044,Mantri Square,12.991575965814693,77.57108539767026,Shopping Mall
Seshadripuram,12.9889055,77.574044,Krispy Kreme Doughnuts,12.991562442110716,77.57110303908739,Donut Shop
Seshadripuram,12.9889055,77.574044,Kalmane Koffees,12.991542298881146,77.57117511887564,Coffee Shop
Seshadripuram,12.9889055,77.574044,Mad Over Donuts,12.991577102584209,77.57099777083349,Donut Shop
Seshadripuram,12.9889055,77.574044,INOX,12.991698836501671,77.57056913374885,Multiplex
Seshadripuram,12.9889055,77.574044,Marks & Spencer,12.991539707403318,77.57122995517241,Clothing Store
Seshadripuram,12.9889055,77.574044,Chowmein,12.989124373446728,77.57834713433805,Chinese Restaurant
Seshadripuram,12.9889055,77.574044,Mavalli Tiffin Room (MTR),12.993694874301262,77.57142459327149,Karnataka Restaurant
Seshadripuram,12.9889055,77.574044,Rajdhani,12.991699115184144,77.57052926806347,Rajasthani Restaurant
Seshadripuram,12.9889055,77.574044,Chetty's Corner,12.992465446218658,77.57841549534524,Food & Drink Shop
Seshadripuram,12.9889055,77.574044,Kabab Studio,12.985324856309296,77.57946451639165,Indian Restaurant
Seshadripuram,12.9889055,77.574044,Subway,12.991628170727196,77.57078172514093,Sandwich Place
Seshadripuram,12.9889055,77.574044,Gelato Italiano,12.99156980534757,77.5711335169108,Dessert Shop
Seshadripuram,12.9889055,77.574044,Sanman Restaurant,12.986500843041476,77.5745202463872,Indian Restaurant
Seshadripuram,12.9889055,77.574044,Janardhan Hotel,12.985753649668615,77.57914631666371,Indian Restaurant
Seshadripuram,12.9889055,77.574044,Amoeba,12.99157021165877,77.57102590162296,Arcade
Seshadripuram,12.9889055,77.574044,Al Bek,12.994258685516549,77.57149064755079,Restaurant
Seshadripuram,12.9889055,77.574044,KFC,12.991547344565374,77.57116558783362,Fast Food Restaurant
